crop_name,soil_type,crop_age_days,day_of_year,temperature_C,humidity_%,rainfall_mm,effective_rainfall_mm,solar_radiation_MJ_m2_day,wind_speed_m_s,field_capacity_%,wilting_point_%,soil_moisture_%,reference_evapotranspiration_ET0_mm_day,crop_coefficient_Kc,application_efficiency_%,root_zone_depth_m,available_water_content_mm_per_m,irrigation_interval_days,p_fraction,irrigate,irrigation_amount_m3
Potato,Sandy Loam,28,213,32.07,69.19,0.11,0.06,17.61,1.86,22.98,9.84,12.04,5.259,0.565,68.11,0.465,61.1,7,0.355,1,522.83
Apple,Loam,28,86,14.9,65.07,0.38,0.2,15.24,0.57,32.04,14.57,19.08,3.059,0.45,82.45,1.071,187.1,4,0.519,1,673.39
Apple,Loam,167,229,27.34,55.18,0.32,0.23,22.1,3.92,31.19,13.64,22.81,7.397,1.2,87.39,1.704,299.05,2,0.511,1,326.8
Grape,Loam,43,102,20.76,65.18,0.87,0.63,19.28,2.96,29.9,13.22,29.4,4.949,0.616,83.78,0.962,160.46,11,0.504,0,0.0
Apple,Silty Loam,137,16,1.99,81.3,3.36,2.61,10.5,3.57,35.11,14.57,25.71,1.323,1.2,63.48,1.308,268.66,11,0.586,0,0.0
Tomato,Loam,81,143,24.91,78.52,0.31,0.16,23.5,3.78,29.63,13.12,26.36,5.513,1.15,85.0,0.999,164.93,6,0.428,1,230.59
Tomato,Loam,27,15,12.1,80.4,3.66,2.83,5.68,3.14,29.27,14.02,25.37,1.453,0.6,72.02,0.76,115.9,4,0.382,0,0.0
Potato,Sandy Loam,77,229,26.35,36.21,0.09,0.05,17.83,2.16,23.09,9.37,16.51,6.452,1.15,86.02,0.516,70.8,4,0.381,1,157.88
Tomato,Clay Loam,105,311,16.02,76.35,4.26,2.66,11.45,3.14,37.04,22.13,30.79,2.685,1.15,57.19,1.009,150.44,8,0.433,0,0.0
Potato,Loam,44,349,12.35,92.06,3.72,2.15,8.79,0.93,30.69,13.36,30.19,1.48,0.912,77.24,0.566,98.09,10,0.395,0,0.0
Grape,Loam,121,88,18.85,63.46,0.01,0.01,18.8,2.88,32.49,14.8,23.97,4.684,0.85,69.36,0.59,104.37,3,0.505,1,217.42
Tomato,Clay Loam,28,134,22.36,68.35,0.22,0.11,19.15,4.48,35.72,21.8,32.61,5.243,0.6,73.21,0.776,108.02,9,0.389,0,0.0
Apple,Clay Loam,30,45,9.56,76.75,4.52,2.74,9.25,4.25,35.73,21.36,34.57,1.939,0.45,65.55,1.02,146.57,4,0.502,0,0.0
Grape,Loam,77,64,21.45,73.44,0.9,0.61,16.65,2.04,31.69,13.99,28.58,4.003,0.85,60.12,0.808,143.02,1,0.503,0,0.0
Potato,Sandy Loam,94,290,11.93,71.89,4.36,2.23,13.07,1.9,22.65,10.19,16.17,2.587,1.15,86.74,0.401,49.96,3,0.382,1,89.87
Grape,Loam,157,105,16.01,43.96,0.59,0.38,21.38,1.46,32.31,14.83,30.17,4.966,0.85,70.72,0.728,127.25,6,0.454,1,132.18
Potato,Sandy Loam,48,303,9.82,66.3,2.09,1.5,10.33,1.5,24.41,9.07,17.16,2.102,0.998,68.96,0.465,71.33,8,0.375,1,391.1
Grape,Sandy Loam,100,55,19.23,66.96,1.62,1.05,13.56,2.28,22.26,9.95,13.58,3.562,0.85,79.87,0.714,87.89,8,0.515,1,620.76
Grape,Sandy,189,74,18.48,72.26,0.01,0.01,14.63,3.05,19.85,8.33,14.46,3.584,0.79,58.6,0.681,78.45,9,0.456,1,563.74
Tomato,Sandy Loam,26,113,14.16,66.61,0.33,0.21,21.36,4.4,23.78,10.62,15.24,4.366,0.6,75.98,0.987,129.89,6,0.369,1,665.62
Apple,Silty Loam,64,51,6.14,65.79,0.51,0.37,12.44,0.68,36.19,14.9,25.54,1.99,0.96,76.94,1.027,218.65,5,0.53,0,0.0
Apple,Clay Loam,176,326,9.14,71.78,0.83,0.61,10.31,3.07,35.42,21.27,30.1,2.125,1.11,68.76,1.051,148.72,7,0.577,0,0.0
Potato,Silt Loam,43,358,3.9,89.18,2.11,1.57,11.2,3.86,34.46,13.25,33.96,1.257,0.89,89.01,0.453,96.08,9,0.376,0,0.0
Potato,Silt Loam,77,329,14.07,66.97,2.21,1.34,10.67,3.03,33.51,12.05,26.01,2.799,1.15,57.8,0.587,125.97,1,0.397,0,0.0
Grape,Loam,186,223,33.12,61.87,0.05,0.04,20.62,3.42,30.34,13.99,24.48,7.223,0.81,82.35,0.624,102.02,10,0.531,1,444.04
Grape,Sandy Loam,9,237,38.75,34.69,0.02,0.01,22.58,3.7,23.72,10.82,14.26,11.09,0.3,81.14,0.861,111.07,8,0.494,1,803.06
Tomato,Sandy Loam,79,277,17.22,70.01,1.5,0.84,17.5,4.0,23.2,10.99,15.67,4.095,1.15,61.2,0.99,120.88,3,0.356,1,365.43
Potato,Loam,42,131,18.48,71.49,0.05,0.03,21.34,2.98,30.74,14.84,23.98,4.661,0.868,56.83,0.481,76.48,2,0.369,1,114.43
Grape,Loam,158,246,30.26,67.43,0.46,0.31,19.91,4.35,31.06,13.76,24.9,6.591,0.85,67.25,0.64,110.72,2,0.548,1,117.25
Potato,Loam,65,220,29.51,47.94,0.09,0.05,18.14,2.12,31.4,13.27,24.66,6.31,1.15,89.97,0.448,81.22,13,0.352,1,436.3
Potato,Sandy Loam,80,319,9.51,86.48,0.48,0.34,12.24,3.43,21.41,9.54,10.73,1.841,1.15,81.72,0.434,51.52,4,0.385,1,226.88
Tomato,Loam,47,35,11.69,89.17,0.1,0.06,12.88,0.94,31.8,13.01,22.1,2.149,0.834,88.74,0.684,128.52,11,0.353,1,822.43
Apple,Clay Loam,164,104,11.83,55.97,3.72,2.51,16.53,1.07,36.27,21.34,29.47,3.288,1.2,68.79,1.813,270.68,6,0.589,0,0.0
Tomato,Sandy Loam,74,138,25.84,79.7,0.01,0.0,15.81,1.33,24.28,10.05,16.77,3.849,1.15,62.79,0.924,131.49,11,0.372,1,1215.67
Tomato,Clay Loam,75,96,19.14,71.94,2.5,1.93,18.89,3.55,37.71,21.83,33.63,4.395,1.15,67.31,0.504,80.04,9,0.36,0,0.0
Potato,Loam,99,291,16.45,67.59,0.04,0.03,10.99,3.6,32.07,13.29,27.07,3.167,1.15,71.68,0.556,104.42,4,0.4,1,155.13
Potato,Silt Loam,4,195,29.65,56.22,0.07,0.05,26.93,4.1,34.9,12.82,30.99,8.698,0.5,78.78,0.583,128.73,4,0.367,1,115.74
Tomato,Loam,20,17,12.41,81.23,2.3,1.8,6.84,3.91,31.5,14.7,31.0,1.649,0.6,81.42,1.202,201.94,4,0.405,0,0.0
Tomato,Sandy Loam,78,187,31.09,54.97,0.0,0.0,20.54,4.2,24.14,9.33,23.3,7.896,1.15,63.74,1.425,211.04,10,0.416,1,447.13
Apple,Clay Loam,146,272,17.43,60.39,2.92,1.84,12.84,1.13,36.3,21.68,32.99,3.089,1.2,62.92,1.491,217.98,2,0.545,0,0.0
Potato,Silt Loam,98,94,17.64,73.92,1.62,0.88,20.72,4.02,33.12,13.19,25.97,4.376,1.15,69.95,0.477,95.07,10,0.375,1,487.57
Tomato,Sandy Loam,69,280,21.32,76.78,1.03,0.63,17.94,1.5,21.69,9.64,21.19,4.039,1.136,88.25,0.794,95.68,13,0.414,1,233.93
Grape,Sandy,62,272,25.16,40.73,0.1,0.06,16.16,2.0,19.58,7.36,8.36,5.634,0.85,83.25,0.847,103.5,5,0.507,1,570.77
Apple,Loam,87,342,9.63,77.24,1.84,1.33,4.86,2.3,30.61,14.72,22.13,1.226,1.2,68.7,1.668,265.05,4,0.566,0,0.0
Grape,Sandy,8,328,20.29,66.32,3.79,2.12,14.37,0.64,18.5,7.75,18.0,3.279,0.3,77.86,0.872,93.74,1,0.523,0,0.0
Tomato,Loam,4,265,25.02,61.18,0.54,0.34,19.87,3.95,29.8,13.92,20.15,6.178,0.6,84.99,1.35,214.38,6,0.417,1,919.7
Grape,Sandy Loam,49,347,14.36,65.13,0.05,0.03,13.58,3.95,22.14,10.85,19.78,3.461,0.699,60.57,0.74,83.55,1,0.491,0,0.0
Potato,Loam,105,196,28.18,42.06,0.16,0.11,24.78,1.6,31.96,13.31,19.4,7.396,1.083,70.31,0.544,101.46,10,0.364,1,971.79
Tomato,Clay Loam,123,284,16.72,71.91,2.02,1.19,13.67,3.21,35.22,21.49,31.52,3.294,0.968,86.43,1.367,187.69,12,0.387,0,0.0
Apple,Loam,195,50,8.52,57.04,0.75,0.56,8.57,2.21,29.25,14.93,23.29,2.172,0.825,71.37,1.542,220.81,10,0.581,0,0.0
Grape,Sandy,117,205,37.4,30.0,0.0,0.0,24.96,2.01,16.45,7.55,11.64,9.602,0.85,72.34,0.506,45.03,13,0.548,1,437.38
Grape,Sandy,93,89,15.3,75.42,5.04,2.68,16.85,1.64,18.97,8.14,12.31,3.346,0.85,74.18,0.967,104.73,8,0.536,1,694.55
Potato,Loam,27,62,8.97,64.07,0.48,0.32,12.07,2.43,30.9,13.25,28.16,2.488,0.543,88.18,0.465,82.07,10,0.391,0,0.0
Grape,Sandy Loam,75,285,26.36,55.41,0.32,0.24,15.84,3.74,21.61,10.66,18.18,6.009,0.85,72.12,0.514,56.28,12,0.517,1,293.35
Potato,Sandy Loam,24,3,4.44,67.08,4.8,2.99,9.82,1.39,21.9,10.31,15.28,1.632,0.5,58.16,0.441,51.11,1,0.383,1,50.2
Grape,Loam,46,110,16.26,48.96,0.1,0.08,22.82,4.11,29.11,14.83,22.02,5.88,0.657,65.03,0.966,137.94,7,0.478,1,737.24
Potato,Silt Loam,92,330,14.3,67.11,2.16,1.7,13.9,0.78,31.59,12.35,26.31,2.807,1.15,68.66,0.431,82.92,5,0.353,0,0.0
Tomato,Loam,65,131,15.85,77.04,0.04,0.02,23.46,0.65,32.92,13.36,24.75,4.52,1.081,60.66,0.819,160.2,6,0.354,1,661.84
Grape,Sandy,232,74,22.49,78.85,1.51,0.86,19.68,2.28,18.24,8.14,9.14,4.463,0.503,57.49,0.831,83.93,5,0.499,1,657.69
Tomato,Loam,17,289,14.85,76.48,1.4,0.89,13.16,3.48,30.84,13.9,21.15,2.841,0.6,68.07,0.643,108.92,9,0.351,1,823.8
Apple,Clay Loam,81,251,24.59,50.14,2.06,1.11,15.22,0.94,35.82,21.83,22.83,4.21,1.2,69.83,1.261,176.41,9,0.552,1,2111.18
Apple,Loam,190,169,21.27,57.84,0.2,0.16,23.48,3.89,30.09,14.04,25.49,6.349,0.9,60.76,1.136,182.33,1,0.526,1,86.0
Potato,Loam,111,225,25.94,55.63,0.12,0.07,16.07,3.81,32.44,13.4,31.94,6.004,1.003,81.66,0.478,91.01,9,0.367,1,105.36
Potato,Loam,50,57,9.02,85.33,0.03,0.02,11.69,2.83,31.99,14.95,31.49,1.802,1.042,60.2,0.483,82.3,3,0.364,0,0.0
Grape,Sandy,69,128,26.7,42.8,0.09,0.07,21.56,3.18,16.19,7.26,12.1,7.659,0.85,89.24,0.521,46.53,6,0.524,1,143.27
Grape,Loam,145,195,34.78,30.83,0.0,0.0,27.57,4.46,30.64,14.38,27.01,12.541,0.85,72.64,0.736,119.67,8,0.527,1,294.24
Apple,Loam,90,113,15.02,68.22,0.9,0.54,16.48,1.78,31.36,14.44,27.73,3.48,1.2,71.36,1.334,225.71,3,0.535,1,203.58
Tomato,Clay Loam,127,107,17.65,70.36,0.0,0.0,20.74,1.89,34.34,22.2,27.34,4.413,0.912,87.29,1.358,164.86,10,0.371,1,1089.01
Tomato,Clay Loam,129,68,18.33,72.32,0.56,0.44,17.42,0.53,36.02,22.49,30.91,3.643,0.884,77.74,1.051,142.2,5,0.411,0,0.0
Apple,Loam,54,15,6.42,68.39,5.47,3.42,3.79,1.32,32.31,14.27,24.46,0.957,0.81,89.87,1.612,290.8,2,0.58,0,0.0
Grape,Sandy Loam,62,98,21.29,67.68,0.24,0.15,17.36,3.24,24.6,10.66,21.42,4.623,0.85,87.47,0.919,128.11,2,0.545,1,66.82
Potato,Sandy Loam,121,160,24.32,61.38,0.06,0.04,18.67,2.53,21.75,9.54,19.59,5.362,0.87,63.2,0.516,63.0,4,0.369,1,70.54
Potato,Sandy Loam,85,44,4.59,63.65,0.94,0.58,12.66,1.05,23.67,10.61,11.61,1.987,1.15,84.01,0.448,58.51,11,0.356,1,707.44
Potato,Loam,93,41,4.35,79.87,0.14,0.11,13.96,4.42,30.97,14.9,21.67,1.814,1.15,56.15,0.535,85.97,4,0.365,1,354.44
Apple,Silty Loam,37,238,30.02,42.65,0.12,0.08,18.21,1.3,34.16,13.05,31.4,5.846,0.555,66.54,1.806,381.25,7,0.55,0,0.0
Grape,Loam,166,59,12.18,63.18,1.23,0.98,11.01,4.29,31.51,14.2,29.2,3.037,0.85,57.47,0.948,164.1,11,0.521,0,0.0
Potato,Sandy Loam,66,92,18.65,56.13,0.39,0.27,12.2,2.14,23.35,10.56,17.12,3.65,1.15,77.07,0.555,70.98,1,0.397,1,44.86
Grape,Loam,81,185,36.56,38.8,0.0,0.0,22.9,4.25,29.85,14.39,19.67,10.946,0.85,76.03,0.731,113.01,12,0.53,1,1174.52
Apple,Silty Loam,105,263,22.59,59.87,0.16,0.12,18.89,3.26,35.52,14.32,26.67,5.51,1.2,89.18,1.66,351.92,8,0.574,1,1317.87
Grape,Sandy,124,307,18.77,66.83,0.04,0.02,13.23,3.24,19.84,8.84,17.6,3.71,0.85,81.3,0.991,109.01,11,0.502,0,0.0
Grape,Loam,145,190,32.18,57.1,0.0,0.0,23.76,1.43,29.04,13.7,26.28,6.929,0.85,72.9,0.79,121.19,8,0.545,1,239.28
Tomato,Clay Loam,90,6,12.49,81.66,5.58,3.61,14.43,0.57,36.89,22.99,29.69,2.575,1.15,72.01,0.938,130.38,11,0.413,1,1031.66
Tomato,Clay Loam,2,315,14.9,83.06,4.46,3.38,6.33,3.18,36.67,22.33,33.1,1.58,0.6,76.37,1.162,166.63,10,0.421,0,0.0
Potato,Loam,82,265,23.86,67.62,1.18,0.79,22.97,2.55,29.44,13.98,28.54,5.797,1.15,76.21,0.417,64.47,10,0.38,1,109.43
Apple,Clay Loam,20,138,23.08,70.52,0.39,0.24,17.94,3.88,36.2,21.45,29.8,4.894,0.45,58.88,1.775,261.81,3,0.503,0,0.0
Grape,Loam,29,155,34.08,49.0,0.04,0.03,27.29,3.94,30.66,14.62,25.44,10.155,0.424,62.97,0.817,131.05,13,0.505,1,880.44
Grape,Sandy Loam,105,284,27.96,55.72,0.49,0.29,15.08,1.92,24.14,10.1,23.64,5.001,0.85,56.86,0.85,119.34,13,0.466,1,388.67
Potato,Silt Loam,74,352,11.14,76.69,2.31,1.36,4.51,0.53,31.44,13.64,26.12,0.881,1.15,75.75,0.509,90.6,7,0.352,0,0.0
Grape,Loam,184,280,19.37,69.53,1.99,1.23,17.08,4.37,29.23,13.59,23.56,4.402,0.823,86.16,0.763,119.33,12,0.503,0,0.0
Grape,Loam,13,201,31.97,28.67,0.0,0.0,23.15,4.42,29.73,14.53,23.65,11.156,0.3,77.52,0.887,134.82,13,0.478,0,0.0
Grape,Loam,182,76,9.05,53.77,1.43,1.13,12.64,3.05,30.65,13.28,25.08,3.011,0.837,67.54,0.958,166.4,13,0.467,0,0.0
Tomato,Clay Loam,111,315,19.32,72.83,0.25,0.17,10.22,2.95,37.8,22.29,33.41,2.92,1.136,78.64,1.056,163.79,2,0.384,0,0.0
Potato,Loam,51,251,25.01,91.14,1.13,0.65,13.24,1.92,32.79,14.52,30.6,2.9,1.063,62.11,0.487,88.97,8,0.385,0,0.0
Grape,Loam,105,291,24.68,45.19,1.64,1.22,16.35,2.2,31.66,14.89,21.81,5.567,0.85,86.64,0.981,164.51,13,0.502,1,1449.87
Potato,Loam,130,242,24.29,54.65,1.15,0.91,14.23,4.44,30.62,13.67,20.46,5.787,0.75,61.13,0.551,93.39,5,0.351,1,457.89
Apple,Clay Loam,96,210,29.66,54.67,0.02,0.01,23.11,3.92,36.98,22.18,32.2,8.027,1.2,73.22,1.406,208.09,2,0.502,1,183.57
Grape,Sandy Loam,20,110,21.16,58.56,0.05,0.03,18.87,3.23,21.24,10.35,13.16,5.363,0.3,83.79,0.776,84.51,12,0.539,1,897.97
Potato,Loam,126,169,24.54,53.89,0.03,0.01,19.14,0.91,30.64,14.29,20.73,4.947,0.803,62.32,0.446,72.92,10,0.371,1,709.22
Grape,Loam,17,236,32.27,37.35,0.01,0.01,23.97,2.12,29.89,13.88,17.53,8.45,0.3,62.77,0.829,132.72,10,0.472,1,1632.38
Tomato,Sandy Loam,110,147,22.32,68.08,0.15,0.07,17.27,1.43,21.99,10.53,16.69,4.244,1.15,69.89,1.07,122.62,2,0.373,1,162.28
Grape,Sandy,185,7,15.66,70.95,1.07,0.56,11.81,0.79,18.67,8.79,13.65,2.475,0.817,74.8,0.643,63.53,9,0.531,0,0.0
Potato,Sandy Loam,81,67,15.98,79.55,0.9,0.47,14.98,2.71,24.59,9.5,24.09,3.026,1.15,59.07,0.581,87.67,2,0.392,0,0.0
Tomato,Clay Loam,100,15,10.58,91.39,6.23,4.76,7.2,1.39,36.86,21.31,28.01,1.161,1.15,71.54,0.548,85.21,5,0.387,1,338.96
Apple,Clay Loam,8,318,14.97,67.28,2.33,1.51,10.51,1.33,36.73,21.17,26.05,2.426,0.45,67.34,1.504,234.02,6,0.549,1,1431.19
Potato,Silt Loam,41,313,13.1,81.01,0.61,0.42,11.15,0.54,32.83,12.38,18.95,2.05,0.847,79.58,0.481,98.36,5,0.378,1,419.47
Grape,Loam,159,333,16.57,67.68,0.11,0.07,6.56,3.11,31.1,13.66,20.99,2.424,0.85,57.28,0.593,103.42,6,0.542,1,627.99
Grape,Loam,232,343,14.59,69.74,0.25,0.14,13.93,3.33,32.66,13.13,31.56,3.223,0.503,76.84,0.558,108.98,6,0.543,0,0.0
Apple,Silty Loam,67,55,4.94,73.71,0.01,0.01,8.88,2.95,36.13,13.61,30.75,1.576,1.005,84.52,1.632,367.53,1,0.571,0,0.0
Apple,Silty Loam,7,270,21.98,53.04,0.3,0.2,22.34,0.95,35.0,14.46,27.39,5.406,0.45,84.87,1.174,241.14,11,0.515,0,0.0
Apple,Clay Loam,136,78,13.29,72.29,2.45,1.93,17.86,0.63,36.84,21.55,31.95,3.328,1.2,88.43,1.997,305.34,2,0.517,0,0.0
Potato,Silt Loam,7,218,30.57,59.31,0.03,0.02,22.98,4.2,34.65,12.34,32.76,7.888,0.5,73.28,0.448,99.95,1,0.387,1,12.23
Tomato,Loam,112,258,27.63,74.44,1.36,1.02,13.93,3.38,30.77,13.38,21.19,4.32,1.122,70.47,0.653,113.56,10,0.423,1,887.72
Grape,Loam,203,260,24.67,64.92,0.09,0.05,21.91,3.44,32.29,14.72,21.54,6.075,0.697,87.52,0.775,136.17,5,0.51,1,475.96
Potato,Silt Loam,84,316,10.16,59.67,0.23,0.14,8.41,3.49,33.68,13.07,28.57,2.525,1.15,66.7,0.501,103.26,2,0.353,0,0.0
Tomato,Loam,68,182,24.98,67.5,0.01,0.0,18.99,0.59,31.67,14.48,28.12,4.544,1.123,66.59,0.922,158.49,1,0.437,1,49.15
Tomato,Loam,72,158,27.8,70.76,0.12,0.08,19.15,2.61,29.9,14.5,23.06,5.379,1.15,79.89,0.792,121.97,3,0.358,1,203.43
Tomato,Sandy Loam,135,13,16.83,64.89,0.86,0.61,9.9,1.61,23.23,9.85,12.71,2.605,0.8,60.21,0.739,98.88,9,0.406,1,1162.07
Potato,Silt Loam,84,168,22.27,39.04,0.46,0.34,24.95,3.67,32.87,13.3,26.12,7.916,1.15,83.19,0.434,84.93,11,0.363,1,387.36
Tomato,Loam,3,189,27.28,56.55,0.03,0.02,23.19,3.87,31.01,14.04,24.4,7.457,0.6,55.89,0.861,146.11,3,0.392,1,305.49
Tomato,Clay Loam,7,117,15.99,75.18,0.41,0.31,15.3,1.48,34.28,22.31,26.53,3.144,0.6,57.89,0.653,78.16,5,0.44,1,437.1
Tomato,Loam,31,314,21.06,85.57,0.14,0.08,10.04,3.3,29.86,14.92,23.41,2.39,0.614,82.24,1.491,222.76,10,0.358,1,1169.38
Grape,Sandy Loam,54,103,19.21,49.8,0.4,0.22,16.28,0.55,24.07,9.17,20.39,3.748,0.768,71.87,0.666,99.23,4,0.489,0,0.0
Grape,Loam,136,266,25.71,54.62,0.07,0.03,17.68,1.19,32.58,13.18,20.45,4.9,0.85,62.24,0.916,177.7,9,0.501,1,1606.68
Grape,Sandy Loam,111,202,35.87,47.13,0.0,0.0,27.63,2.47,22.29,10.29,11.29,9.544,0.85,76.85,0.836,100.32,11,0.501,1,1316.28
Tomato,Sandy Loam,56,98,12.89,73.12,0.4,0.32,17.76,3.59,24.58,9.2,13.55,3.385,0.957,70.75,0.765,117.66,3,0.391,1,357.79
Apple,Clay Loam,102,337,12.47,84.05,5.04,3.76,7.73,3.34,35.88,21.22,27.8,1.598,1.2,68.24,1.927,282.5,5,0.558,0,0.0
Potato,Loam,7,16,8.92,74.98,0.12,0.06,3.0,2.6,31.04,14.43,16.91,1.085,0.5,63.86,0.488,81.06,4,0.376,1,431.91
Grape,Loam,26,143,23.43,49.45,0.49,0.33,19.68,4.37,31.99,13.97,24.6,6.887,0.383,58.23,0.982,176.96,13,0.46,0,0.0
Grape,Sandy Loam,87,140,32.45,61.07,1.69,1.3,26.72,2.73,23.72,9.03,20.32,8.146,0.85,78.07,0.76,111.64,6,0.542,1,198.59
Tomato,Clay Loam,118,91,12.69,68.53,1.41,1.11,14.58,0.73,35.86,22.92,32.68,2.777,1.038,65.75,1.189,153.86,9,0.356,0,0.0
Apple,Silty Loam,16,212,30.19,43.81,0.05,0.04,18.96,1.4,34.21,13.06,32.67,6.094,0.45,86.38,1.795,379.64,6,0.553,0,0.0
Apple,Silty Loam,142,272,17.36,52.55,0.91,0.68,12.67,2.98,36.58,13.26,31.33,4.084,1.2,62.41,1.705,397.61,6,0.556,1,860.56
Tomato,Loam,80,210,29.27,61.5,0.02,0.01,21.25,1.83,29.72,14.2,27.65,6.134,1.15,73.59,1.417,219.92,9,0.355,1,358.73
Tomato,Sandy Loam,104,38,13.22,63.06,0.37,0.19,9.95,2.24,24.44,9.54,18.55,2.582,1.15,80.29,0.699,104.15,7,0.395,1,358.95
Tomato,Sandy Loam,124,70,19.09,73.52,0.85,0.45,15.93,2.39,21.04,10.97,11.97,3.701,0.954,69.64,0.722,72.71,2,0.378,1,188.07
Apple,Clay Loam,174,221,21.5,46.43,0.24,0.14,25.43,2.33,34.84,21.24,22.24,6.813,1.14,84.3,1.211,164.7,7,0.575,1,1267.02
Potato,Loam,16,266,24.34,47.07,0.43,0.29,16.87,1.15,29.0,13.05,21.65,4.776,0.5,88.91,0.482,76.88,3,0.388,1,119.54
Grape,Loam,175,56,13.69,66.05,1.01,0.73,9.12,3.15,29.35,14.05,25.81,2.619,0.85,72.53,0.521,79.71,6,0.538,0,0.0
Potato,Loam,78,122,22.18,51.0,0.07,0.05,21.81,2.82,29.24,13.57,24.97,6.281,1.15,67.31,0.488,76.47,1,0.399,1,30.96
Apple,Silty Loam,96,199,32.94,54.22,0.01,0.01,22.9,3.24,35.39,13.91,32.04,8.165,1.2,61.42,1.172,251.75,10,0.56,1,639.24
Grape,Loam,92,250,28.22,69.11,0.79,0.48,19.53,4.17,29.64,13.58,18.14,6.035,0.85,77.57,0.581,93.31,1,0.538,1,86.14
Grape,Sandy,87,341,11.41,58.79,2.2,1.29,9.91,4.38,16.21,7.91,15.22,3.052,0.85,77.55,0.96,79.68,6,0.452,0,0.0
Tomato,Sandy Loam,80,249,26.71,55.45,2.31,1.31,17.43,2.68,22.88,9.96,14.28,5.805,1.15,74.36,1.498,193.54,5,0.436,1,866.25
Apple,Loam,41,270,21.29,60.28,1.62,1.25,15.97,2.89,30.71,13.83,18.07,4.693,0.615,62.97,1.487,251.01,4,0.577,1,1193.95
Potato,Loam,53,347,12.67,82.12,4.93,3.28,8.45,2.92,29.86,13.07,25.68,1.756,1.107,57.33,0.549,92.18,4,0.357,0,0.0
Apple,Loam,158,216,28.31,51.11,0.17,0.13,21.29,0.88,29.81,14.35,25.98,5.783,1.2,86.82,1.176,181.81,5,0.506,1,259.39
Grape,Sandy Loam,73,350,13.35,47.45,0.78,0.56,9.92,2.62,24.15,10.26,22.4,3.271,0.85,67.44,0.955,132.65,8,0.513,0,0.0
Potato,Loam,56,45,8.01,81.56,0.76,0.56,10.58,1.85,29.67,13.17,28.93,1.71,1.15,89.0,0.405,66.83,10,0.37,0,0.0
Potato,Sandy Loam,40,332,10.11,87.48,2.93,1.83,8.49,0.77,23.67,9.2,23.17,1.405,0.825,61.02,0.582,84.22,11,0.355,0,0.0
Tomato,Loam,50,108,17.99,72.3,0.42,0.26,20.96,1.15,29.98,13.13,29.48,4.366,0.875,79.86,1.178,198.49,6,0.443,1,177.01
Tomato,Clay Loam,97,196,31.91,35.28,0.01,0.0,24.04,4.14,34.57,21.95,28.9,10.457,1.15,57.45,1.045,131.88,13,0.361,1,1340.77
Apple,Silty Loam,176,305,8.61,74.3,6.26,3.3,7.83,2.92,35.28,14.1,30.33,1.699,1.11,61.53,1.093,231.5,2,0.554,0,0.0
Grape,Sandy,135,224,34.35,37.77,0.11,0.07,22.54,0.75,17.32,7.18,12.91,6.716,0.85,62.57,0.953,96.63,1,0.529,1,67.17
Potato,Silt Loam,130,219,32.23,52.3,0.41,0.3,23.79,1.38,33.35,13.39,21.66,7.077,0.75,74.3,0.45,89.82,2,0.374,1,141.6
Grape,Sandy Loam,5,309,19.36,57.93,0.38,0.28,11.95,1.12,22.13,9.5,14.65,3.117,0.3,61.47,0.525,66.31,4,0.506,1,255.54
Tomato,Sandy Loam,88,167,28.53,62.75,0.12,0.09,26.2,4.14,22.7,10.97,11.97,7.824,1.15,88.34,0.597,70.03,2,0.361,1,145.03
Grape,Sandy Loam,223,273,25.16,55.89,0.63,0.48,12.07,1.57,24.54,9.58,16.3,3.898,0.563,62.53,0.526,78.69,12,0.523,1,831.77
Potato,Sandy Loam,122,289,11.67,46.94,0.41,0.24,15.23,2.61,23.37,10.21,19.97,3.795,0.857,85.89,0.462,60.8,1,0.365,0,0.0
Tomato,Sandy Loam,108,328,11.33,64.45,4.78,2.7,10.53,0.99,22.86,9.77,19.32,2.141,1.15,78.38,1.441,188.63,8,0.425,0,0.0
Potato,Loam,43,232,33.25,49.78,0.3,0.16,17.18,0.97,29.51,14.41,24.87,5.315,0.89,89.71,0.457,69.01,8,0.397,1,189.1
Tomato,Clay Loam,100,267,26.05,53.36,1.12,0.78,18.03,3.33,36.56,22.14,31.06,6.299,1.15,70.17,0.739,106.56,6,0.432,1,347.54
Potato,Silt Loam,95,298,17.76,68.7,1.92,1.19,10.1,1.6,34.74,12.68,31.77,2.589,1.15,81.94,0.512,112.95,5,0.356,0,0.0
Grape,Loam,78,14,11.5,94.05,2.4,1.49,8.39,1.16,32.99,13.92,22.03,1.334,0.85,66.1,0.651,124.15,8,0.481,1,863.54
Potato,Loam,40,333,12.92,88.01,4.36,2.8,8.14,4.26,29.55,13.38,14.38,1.516,0.825,69.86,0.446,72.12,6,0.365,1,581.09
Apple,Silty Loam,144,80,15.3,66.51,3.48,2.17,9.1,0.81,35.79,14.79,33.91,2.043,1.2,70.84,1.928,404.88,11,0.596,0,0.0
Apple,Silty Loam,127,294,25.83,59.44,0.07,0.04,15.2,3.5,35.68,14.08,28.94,5.427,1.2,57.95,1.085,234.36,3,0.515,1,378.58
Grape,Sandy Loam,49,169,32.42,40.73,0.26,0.14,26.21,2.76,21.94,10.02,15.79,9.381,0.699,76.91,0.648,77.24,4,0.477,1,207.27
